CLUB,PLAYER,AGE,WEBSITE
Southampton,Moussa Djenepo, 21,/Players/363676/Show/Moussa-Djenepo
Southampton,Jannik Vestergaard, 27,/Players/87182/Show/Jannik-Vestergaard
Southampton,Oriol Romeu, 28,/Players/90780/Show/Oriol-Romeu
Southampton,Cédric Soares, 28,/Players/69945/Show/Cédric-Soares
Southampton,Nathan Redmond, 25,/Players/86425/Show/Nathan-Redmond
Southampton,Sofiane Boufal, 26,/Players/234363/Show/Sofiane-Boufal
Southampton,Danny Ings, 27,/Players/91762/Show/Danny-Ings
Southampton,James Ward-Prowse, 24,/Players/105172/Show/James-Ward-Prowse
Southampton,Jan Bednarek, 23,/Players/136742/Show/Jan-Bednarek
Southampton,Pierre-Emile Højbjerg, 24,/Players/101859/Show/Pierre-Emile-Højbjerg
Southampton,Yan Valery, 20,/Players/323791/Show/Yan-Valery
Southampton,Angus Gunn, 23,/Players/318896/Show/Angus-Gunn
Southampton,Maya Yoshida, 31,/Players/37204/Show/Maya-Yoshida
Southampton,Che Adams, 23,/Players/256419/Show/Che-Adams
Southampton,Ryan Bertrand, 30,/Players/22846/Show/Ryan-Bertrand
Southampton,Shane Long, 32,/Players/13798/Show/Shane-Long
Southampton,Kevin Danso, 21,/Players/330816/Show/Kevin-Danso
Southampton,Jack Stephens, 25,/Players/92550/Show/Jack-Stephens
Southampton,Stuart Armstrong, 27,/Players/93677/Show/Stuart-Armstrong
Southampton,Michael Obafemi, 19,/Players/351355/Show/Michael-Obafemi
Southampton,Moussa Djenepo, 21,/Players/363676/Show/Moussa-Djenepo
Southampton,Jannik Vestergaard, 27,/Players/87182/Show/Jannik-Vestergaard
Southampton,Oriol Romeu, 28,/Players/90780/Show/Oriol-Romeu
Southampton,Cédric Soares, 28,/Players/69945/Show/Cédric-Soares
Southampton,Nathan Redmond, 25,/Players/86425/Show/Nathan-Redmond
Southampton,Sofiane Boufal, 26,/Players/234363/Show/Sofiane-Boufal
Southampton,Danny Ings, 27,/Players/91762/Show/Danny-Ings
Southampton,James Ward-Prowse, 24,/Players/105172/Show/James-Ward-Prowse
Southampton,Jan Bednarek, 23,/Players/136742/Show/Jan-Bednarek
Southampton,Pierre-Emile Højbjerg, 24,/Players/101859/Show/Pierre-Emile-Højbjerg
Southampton,Yan Valery, 20,/Players/323791/Show/Yan-Valery
Southampton,Angus Gunn, 23,/Players/318896/Show/Angus-Gunn
Southampton,Maya Yoshida, 31,/Players/37204/Show/Maya-Yoshida
Southampton,Che Adams, 23,/Players/256419/Show/Che-Adams
Southampton,Ryan Bertrand, 30,/Players/22846/Show/Ryan-Bertrand
Southampton,Shane Long, 32,/Players/13798/Show/Shane-Long
Southampton,Kevin Danso, 21,/Players/330816/Show/Kevin-Danso
Southampton,Jack Stephens, 25,/Players/92550/Show/Jack-Stephens
Southampton,Stuart Armstrong, 27,/Players/93677/Show/Stuart-Armstrong
Southampton,Michael Obafemi, 19,/Players/351355/Show/Michael-Obafemi
