CLUB,PLAYER,AGE,WEBSITE
Chelsea,Tammy Abraham, 22,/Players/317506/Show/Tammy-Abraham
Chelsea,Mason Mount, 20,/Players/343346/Show/Mason-Mount
Chelsea,Emerson, 25,/Players/101955/Show/Emerson
Chelsea,Fikayo Tomori, 21,/Players/317507/Show/Fikayo-Tomori
Chelsea,Jorginho, 27,/Players/106968/Show/Jorginho
Chelsea,Marcos Alonso, 28,/Players/84008/Show/Marcos-Alonso
Chelsea,N'Golo Kanté, 28,/Players/114075/Show/N-Golo-Kanté
Chelsea,César Azpilicueta, 30,/Players/25931/Show/César-Azpilicueta
Chelsea,Callum Hudson-Odoi, 18,/Players/350088/Show/Callum-Hudson-Odoi
Chelsea,Willian, 31,/Players/29463/Show/Willian
Chelsea,Pedro, 32,/Players/44055/Show/Pedro
Chelsea,Ross Barkley, 25,/Players/92547/Show/Ross-Barkley
Chelsea,Christian Pulisic, 21,/Players/302692/Show/Christian-Pulisic
Chelsea,Antonio Rüdiger, 26,/Players/104010/Show/Antonio-Rüdiger
Chelsea,Mateo Kovacic, 25,/Players/93894/Show/Mateo-Kovacic
Chelsea,Andreas Christensen, 23,/Players/130331/Show/Andreas-Christensen
Chelsea,Kurt Zouma, 24,/Players/106086/Show/Kurt-Zouma
Chelsea,Kepa Arrizabalaga, 25,/Players/113880/Show/Kepa-Arrizabalaga
Chelsea,Olivier Giroud, 33,/Players/24444/Show/Olivier-Giroud
Chelsea,Michy Batshuayi, 26,/Players/97803/Show/Michy-Batshuayi
Chelsea,Billy Gilmour, 18,/Players/381255/Show/Billy-Gilmour
