ShotsPerGame,Apps,MotM,Team,RedCards,PassPercentage,YellowCards,WSRating,Season,Tournament,AerielsWon,Goals,Assits,Mins
-	,7,-	,West Ham,-	,47.4	,-	,6.77,2019/2020,EPL,0.1	,-	,-	,574	
-	,38,1	,West Ham,-	,49.7	,-	,7.02,2018/2019,EPL,0.3	,-	,-	,3420	
-	,2,-	,Poland,-	,67.1	,1	,5.86,2018/2019,UNL,0.5	,-	,-	,180	
-	,38,3	,Swansea,-	,53.4	,-	,6.89,2017/2018,EPL,0.4	,-	,-	,3420	
-	,37,2	,Swansea,-	,59.5	,1	,6.70,2016/2017,EPL,0.4	,-	,-	,3330	
-	,1,-	,Poland,-	,76	,-	,7.57,2018,WC,-	,-	,-	,90	
-	,37,2	,Swansea,-	,58	,1	,6.87,2015/2016,EPL,0.4	,-	,1	,3330	
-	,37,5	,Swansea,1	,55.8	,-	,7.09,2014/2015,EPL,0.5	,-	,-	,3308	
-	,4,-	,Poland,-	,60.4	,-	,7.36,2016,UEC,0.8	,-	,-	,420	
-	,1(1),1	,Arsenal,-	,43.6	,-	,7.44,2013/2014,UCL,-	,-	,-	,141	
-	,1,-	,Arsenal,-	,62.9	,-	,7.90,2013/2014,EPL,-	,-	,-	,90	
-	,1,-	,Arsenal,-	,60	,-	,8.15,2012/2013,UCL,-	,-	,-	,90	
-	,4,-	,Arsenal,-	,54.3	,-	,6.75,2012/2013,EPL,-	,-	,-	,360	
-	,1,-	,Arsenal,-	,50	,-	,5.45,2011/2012,UCL,-	,-	,-	,28	
-	,5,-	,Arsenal,-	,65.2	,-	,6.81,2010/2011,UCL,-	,-	,-	,450	
-	,14,-	,Arsenal,-	,44.9	,-	,6.75,2010/2011,EPL,0.1	,-	,1	,1260	
-	,1,-	,Arsenal,-	,78.3	,-	,7.26,2009/2010,UCL,-	,-	,-	,90	
-	,4,-	,Arsenal,-	,43.3	,1	,6.41,2009/2010,EPL,0.8	,-	,-	,360	
0,234,14,,1,54.7,4,6.90,Total / Average,,0.4,0,2,20941
-	,7,-	,West Ham,-	,47.4	,-	,6.77,2019/2020,EPL,0.1	,-	,-	,574	
-	,38,1	,West Ham,-	,49.7	,-	,7.02,2018/2019,EPL,0.3	,-	,-	,3420	
-	,2,-	,Poland,-	,67.1	,1	,5.86,2018/2019,UNL,0.5	,-	,-	,180	
-	,38,3	,Swansea,-	,53.4	,-	,6.89,2017/2018,EPL,0.4	,-	,-	,3420	
-	,37,2	,Swansea,-	,59.5	,1	,6.70,2016/2017,EPL,0.4	,-	,-	,3330	
-	,1,-	,Poland,-	,76	,-	,7.57,2018,WC,-	,-	,-	,90	
-	,37,2	,Swansea,-	,58	,1	,6.87,2015/2016,EPL,0.4	,-	,1	,3330	
-	,37,5	,Swansea,1	,55.8	,-	,7.09,2014/2015,EPL,0.5	,-	,-	,3308	
-	,4,-	,Poland,-	,60.4	,-	,7.36,2016,UEC,0.8	,-	,-	,420	
-	,1(1),1	,Arsenal,-	,43.6	,-	,7.44,2013/2014,UCL,-	,-	,-	,141	
-	,1,-	,Arsenal,-	,62.9	,-	,7.90,2013/2014,EPL,-	,-	,-	,90	
-	,1,-	,Arsenal,-	,60	,-	,8.15,2012/2013,UCL,-	,-	,-	,90	
-	,4,-	,Arsenal,-	,54.3	,-	,6.75,2012/2013,EPL,-	,-	,-	,360	
-	,1,-	,Arsenal,-	,50	,-	,5.45,2011/2012,UCL,-	,-	,-	,28	
-	,5,-	,Arsenal,-	,65.2	,-	,6.81,2010/2011,UCL,-	,-	,-	,450	
-	,14,-	,Arsenal,-	,44.9	,-	,6.75,2010/2011,EPL,0.1	,-	,1	,1260	
-	,1,-	,Arsenal,-	,78.3	,-	,7.26,2009/2010,UCL,-	,-	,-	,90	
-	,4,-	,Arsenal,-	,43.3	,1	,6.41,2009/2010,EPL,0.8	,-	,-	,360	
0,234,14,,1,54.7,4,6.90,Total / Average,,0.4,0,2,20941
